Source String,Target String,Predicted String
brahmapur,బ్రహ్మపూర్,బ్రహ్మపూరర్
caarbon,కార్బన్,కార్్బనన్
ayitene,అయితేనే,అయితేనే
bhoobhaagaaniki,భూభాగానికి,భూభాగానికి
jimmi,జిమ్మీ,జిమ్మి
pettubadulaku,పెట్టుబడులకు,పెట్టుబడులకు
rungta,రంగ్తా,రుంగ్తా
vayasulonu,వయసులోనూ,వయసులోను
pastha,పాస్తా,పస్థ
vidyaarthulo,విద్యార్థులో,విద్యార్థులో
terakekkutondi,తెరకెక్కుతోంది,తెరకెక్కుతోంది
ayipotunna,అయిపోతున్న,అయిపోతున్న
komik,కామిక్,కొమిక్
pennii,పెన్నీ,పెన్నీ
samchikaloo,సంచికలో,సంచికలో
indur,ఇండోర్,ఇందూర్
projekt,ప్రాజెక్ట్,ప్రోజెక్ట్
carbon,కార్బన్,కార్బోన్
vesaadu,వేసాడు,వేశాడు
kayadaniki,కాయడానికి,కాయడననికి
singh,సింగ్,సింగ్
sanchikaku,సంచికకు,సంచికకు
dadhiichi,దధీచి,దాీిచి
balaparachadamto,బలపరచడంతో,బలపరచడంతో
manhattan,మాన్హాటన్,మణన్తన్
eedchukuveltunnaaru,ఈడ్చుకువెళ్తున్నారు,ఈడ్చుకువెళ్తున్నారు
kadhapadam,కదపడం,కధపడం
varthamaanam,వర్తమానం,వర్తమానం
samaachaaramlooni,సమాచారంలోని,సమాచారంలోని
oravadini,ఒరవడిని,ఒరవదదని
nirvachinchina,నిర్వచించిన,నిర్వచించిన
minneapolis,మినియాపులిస్,మిన్నియోలిస్
teesukelutunnaaru,తీసుకెళుతున్నారు,తీసుకెలుతున్నారు
ivi,ఇవీ,ఇవి
vumtaayi,వుంటాయి,వుంతాయి
kolichi,కొలిచి,కోలిచిి
asoem,అసోం,అసోమ్
karaikal,కరైకల్,కరైకలల్
phoenix,ఫోనిక్స్,ఫోనిక్స్
mandalamulooni,మండలములోని,మండలములోని
kanpinchaayannaaru,కన్పించాయన్నారు,కన్పించాయన్నారు
affle,అఫిల్,అఫ్ల్
varninchaaru,వర్ణించారు,వర్ణించారు
sobhan,శోభన్,సోభన్
tatvavaetta,తత్వవేత్త,తత్వవేత్త
marutirao,మారుతీరావు,మరుుతిరావు
virigi,విరిగి,విరిగి
thara,తర,తరర
quick,క్విక్,క్యిక్
datacom,డేటాకామ్,డాటాకాట్
samkramanam,సంక్రమణం,సంక్రమణం
jagu,జాగు,జగగ
nishthooramo,నిష్ఠూరమో,నిష్తోరమో
bhawanalanu,భవనాలను,భవవాలను
ichchaapuram,ఇచ్ఛాపురం,ఇచ్చాపురం
dattaatreyudu,దత్తాత్రేయుడు,దత్తాత్రేయుడు
upayoginchani,ఉపయోగించని,ఉపయోగించని
challagaane,చల్లగానే,చల్లగానే
raayigaa,రాయిగా,రాయిగా
ardhamtoe,అర్థంతో,అర్థంతో
rekethisthai,రేకెత్తిస్తాయి,రేకేతిస్థైయ
yatha,యథా,యతా
velthundaga,వెళ్తుండగా,వెల్తుండగా
vyavaharistunnaadani,వ్యవహరిస్తున్నాడని,వ్యవహరిస్తున్నాడని
ramayanamlo,రామాయణంలో,రామాయనంంో
kottukunee,కొట్టుకునే,కొట్టుకునే
chandernagore,చండెర్ణగొరే,చందర్నగోర్
kalagajesukontaarani,కలుగజేసుకొంటారని,కలగజేసుకొంటారని
chesukolekapotunnaadu,చేసుకోలేకపోతున్నాడు,చేసుకోలేకపోతున్నాడు
education,ఎడ్యుకేషన్,ఎడ్యాకేషన్
vindhya,వింధ్య,వింధ్య
inthaku,ఇంతకు,ఇంతకు
vyoohaatmakangaa,వ్యూహాత్మకంగా,వ్యోహాత్మకంగా
vimarshistunnaav,విమర్శిస్తున్నావ్,విమర్షిస్తున్నావ్
reddy,రెడ్డి,రెడ్డి
uttar,ఉత్తర్,ఉత్తర్
chachhaaru,చచ్చారు,చచ్చారు
satyamoorti,సత్యమూర్తి,సత్యమూర్తి
prayaanhikulanu,ప్రయాణికులను,ప్రయాణికులను
mahaavishnuvu,మహావిష్ణువు,మహావిష్ణువు
vibhudi,విభూది,విభూడి
krishnanagar,కృష్ణానగర్,కృష్ణణగరర
aaharamuloo,ఆహారములో,ఆహరములో
yekkinchukuntunnatlu,ఎక్కించుకుంటున్నట్లు,యక్కించుకుంటున్నట్లు
kalyaanam,కల్యాణం,కల్యాణం
sulthanu,సుల్తాను,సుల్తను
ishtaaniki,ఇష్టానికి,ఇష్టానికి
yajamanulaku,యజమానులకు,యజజమననలకు
malayali,మలయాళ,మలలయలల
veyinchalekapoyaarani,వేయించలేకపోయారని,వేయించలేకపోయారని
bristol,బ్రిస్టల్,బ్రిస్టోల్
namunalu,నమూనాలు,నమునలు
paastaa,పాస్తా,పాస్తా
pasadena,పాసదేనా,పసాదేనా
muncipal,మున్సిపల్,ముం్సిపల్
sugar,సుగర్,సుగర్
septembar,సెప్టెంబర్,సెప్టెంబర్
chithraranga,చిత్రరంగ,చిత్రరంగగ
aadhikyamloe,ఆధిక్యంలో,ఆధిక్యంలో
shivastava,షివాస్తవ,శివస్తవవ
mali,మాలి,మలలి
vaidhyamlo,వైద్యంలో,వైధ్యంలో
sagamlo,సగంలో,సగంలో
bhayamgaa,భయంగా,భయంగా
rushini,ఋషిని,రుషిని
tolaginchalekapotunnaayi,తొలగించలేకపోతున్నాయి,తొలగించలేకపోతున్నాయి
hydrocaarba,హైడ్రోకార్బ,హైడ్రోకార్బ
ucchaarana,ఉచ్ఛారణ,ఉచ్చారన
sayreville,సేయర్విల్,సయ్రేవిల్లే
deeshaanni,దేశాన్ని,దీశాన్ని
marsh,మార్ష్,మరర్ష్
konasaaginchakoodadanna,కొనసాగించకూడదన్న,కొనసాగించకూడదన్న
bodhinchaadu,బోధించాడు,బోధించాడు
acid,యాసిడ్,అసిడడ
vennumuka,వెన్నుముక,వెన్నుముక
thiruvananthapuram,తిరువనంతపురం,తిరువనంంతపురం
sulthanula,సుల్తానుల,సుల్తనుల
bossier,బోసియర్,బోస్యర్
tattukunae,తట్టుకునే,తట్టుకునే
rajamata,రాజమాత,రాజమత
pricol,ప్రికాల్,ప్రికోల్
sirala,సిరల,సిరలలా
gangwar,గ్యాంగ్వార్,గంగ్వార్
caalendar,కాలెండర్,కాలెందర్్
sultanpur,సుల్తాన్పూర్,సు్టన్్పరర
lucky,లక్కీ,లక్కీ
thayaaryna,తయారైన,తయార్య్న
doopideeni,దోపిడీని,దూపిదీని
taimar,టైమర్,తైమార
amanusha,అమానుష,అమనుష
kathalanu,కధలను,కథలను
maarkendeyudi,మార్కెండేయుడి,మార్కేందేయుడి
noukaayaana,నౌకాయాన,నౌకాయాన
mithaaleeke,మిథాలీకే,మిథాలీకే
kay,కే,కయయ్
cheruvalo,చేరువలో,చేరువాలో
yuvar,యువర్,యువర్
lagu,లగు,లాగు
jaavedh,జావేద్,జావేధ్
adugupettaalsina,అడుగుపెట్టాల్సిన,అడుగుపెట్టాల్సిన
